u.userId,u.profileName,cnt
A2KT3IMYR761PF,Karen H,12
A1M3GV96NSISNU,Jasmine Kellum,12
A3RRH9RI3CWB9A,"J. H. ""vamomof2""",12
A3N261O9CZ4MMH,F. Friel,12
A2YLHICVCWNNCC,Clayton B. Johnson,12
A33ZZ0BEZEMB5F,Jim,12
A1FISS9YFJCXVG,"A. Kite ""boardgirl148""",12
AKHECVJ0KHMP3,"Kristy A. Kahanek ""Kristydoll""",12
A2J9JU9KH1W96S,mchonda,12
A2GG00Q4SV740B,Le Anne,12
A2L6G6C59BK9DW,film critic,12
A2SEPXPAM20QOT,jstencil,12
A180TAWCF0XB5P,NANCY SMITH,12
A1YI5U3OMFL6S2,J Forbes,12
A1OHIBVS2J3LFA,AB,12
A1H2OTP8ENGZKN,amethyst321987,12
A25CT133UVK0VN,mancub's mom,12
A1Q2D9NKQWVYN4,"Kenneth Bond ""desert fox""",12
AMPSU4YEO7L5G,razrodude,12
A19LLMU9RVB6UN,T. Murray,12
A1JAJVL39M2LUB,"R. B Merhar ""A Cliffhanger Collector""",12
A1FFZHEWFQJOLJ,Susan L. Cybulski,12
A3VFIHEC3KG89H,Jesper Johansson,12
A14TQSK7OBW0WO,RayOfLight,12
AGKOCN2YW8ETH,Bill Buckley,12
ADD54M1SQ93IR,FotoFroggy,12
A31FG7GYV17QZE,Visamaster Card,12
A3G844MO99A5I7,C. Nagley,12
AZCXS371A01FB,Nancy Becerra Osma,12
A2ITKU6T3CUMD8,C. Linardakis,12
A1YNE1MAPDKDZK,D. Sheldon,12
A3F2JUHM6C9RZ9,"LP Quagmire ""The prison has not been built th...",12
A307B3FEKFI37Z,"Meredith Kennedy ""Meredith Kennedy""",12
A2EA6KE61P3MER,Babs Robinson,12
A1B6E4UHVT1JG7,Miriam A Hellinga,12
A3HESKQ9Z16G0D,B. J. Bosworth,12
A2T64ALL6KEGT1,D. Colon,12
A2MF21WLEFSFAN,AfghanHound,12
A32GD4RQLFUTWE,Me,12
A1CIE9QYL9MXBP,"V. Vanover ""Fabumbus""",12
A1807PM3XNYN8R,"Christopher M. West ""birdrunner""",12
A35ZK3M8L9JUPX,"TREND700 ""TREND700""",12
A1IR66XUQIL6AF,"Kristina Barron ""ultimate potter fan""",12
A1GUDQ9Y85Y50P,Mad Blogger,12
A397I788I1L8P6,C. Lemmi,12
A1J2F3C8CHUQTY,"R. Parr ""horizon""",12
A2DZRQ9LS5TMT7,Vanessa,12
A2X3S36MXGQQQ6,"Foodie fan ""&#34;Annie&#34;""",12
APGDB8X9AGCGO,Lin Yan,12
ATLKIXJEKYZY2,Die Hard Potter fan,12
A3J1PPH463EG1C,Biscuit23,12
A165YTN28J19AU,Luis A. Miguel,12
A2QUJN61QD3EZW,"M. Seabolt ""Knight o' the Keg""",12
A3T4SZNA5AUT9S,"E. Niehoff ""simsgirl""",12
A3RGS7Z5RCCNXE,"Jose R. Perez ""Zapper""",12
A2H02DBBFT8RN7,Jagat Biswas,12
AID53V39EP6VE,ddaniels,12
A1XG1UX06Z5QBM,"W. Stephens ""Seasoned Bookman""",12
A1X4PSZH59B42X,Jfudyke,12
A8KBVVTBMO54J,"Roger Howell ""Entertainment Maven""",12
A3N0CYX3M1F0NJ,"Kameko Gay ""N2 Fitness""",12
A3UJ0GJVV78GP2,Leslie E. Davidson Jr.,12
A26NFQ4SL4G6YP,Shauna L. Lloyd,12
A35C2IVVQR1HTK,"DK ""Coach""",12
A3QNOORORSYFIG,Carlo,12
A3MISH8ZSZHHAP,jose,12
AHWYN4BKI5LS3,ANDREA,12
A2B5IHX8AACQG4,"Suzi M ""Suzi M""",12
A3EISFBTLEQC69,"Ariella Vaccarino ""creator &#34;Voice Lessons...",12
A37A6PC5EFSNAV,Bookdragon,12
A39JFELI6MU83G,Nancy Butcher,12
AWQPNWZCTPCJ4,"L. Brown ""fantasy buff""",12
AW6F5NLR64F0P,J. Allen,12
A12PJW1IW51G27,Movie Man,12
ANZSJ7UR01STI,Luis Nunez,12
AQM1ZBQKUJ3KD,Bard of the Last Resort,12
A3V0WDV5F5LB4L,"K. A. Palmer ""Book in Hand = Extreme Joy""",12
A250F68H2D5MSX,"V. Muller ""teapot enthusiast""",12
ABCPOCM2C65RM,"M. Hills ""Mike Hills""",12
A25CMSI6S7S63C,"D. Steigman ""Movie fan from silents to now""",12
A3LUU7TO7TOWOT,Jefe,12
AOVLJ7S70JBMG,"Kevin Lapointe ""klapointe""",12
A30YRMUNJC1TFD,"Certified Chocolatier ""Chocaholic at heart""",12
A20H1M28WLI9J2,Brian M. Edwards,12
A1QHCR8LUXURI9,_jr_,12
AJD9EA658HCFW,zck7592,12
A2SFHGN76BVR1Q,Kideo Cash,12
A861POUU5L0AD,Nora,12
A2SENV0EQIOU4U,"D. R. Love ""D. R. Love""",12
A1RIZ330QGQTU5,David Burrell,12
AHJJMSXDMMEFU,SyCoDEVIL13,12
A2ALSKFLGQN931,Fiesty,12
A173SRWU09YWXU,"Christine ""Not easy being green...""",12
A2E1O8YLPK1FU4,M. Johnson,12
A2GOX73G2TOBOT,"Tracy Allan Shahan ""connective2003""",12
A1URXSRV6WDHVY,Marty Gillis,12
ARW8OSZK83ZV6,Jessie F. Camerer,12
AZK9NAQHMNYNX,K. Puckett,12
A183BG3LLAX3TQ,"Vicki D. Engman ""Hiking Fool""",12
A26O6MQFA36WBK,A Reviewer,12
A19IYB0JSUFN6S,Erin Thacker,12
A1UNUOXRIY3E71,Yeah Write,12
A178XOYWPS9UXS,"J. Lewis ""white magic""",12
A27KBLWZPHPSN,Catherina Haase,12
ABCLQU4Z8FWKB,Great Harry Fan,12
A31T0LI866B5C6,"Sandra Sumner ""vaehs gram""",12
A2TJC6HABW3IGI,"Charley ""V""",12
AGAFPVABG8GJ4,Mailyn Figueroa,12
A3OF4ZQ2V06TPT,fun size,12
A39GW5CBWTIWAZ,Phil S.,12
AW5MVAOIM9N6J,"Mark Martin ""Author of the Scifi Novel ION.""",12
ABMK91XIKKO0D,garrison411,12
A1G7Y8HH3EWN6K,Duncan Stewart,12
A1EC8ZEFV9R5PS,YURIS J VELASQUEZ,12
A3EKVSC2ZW3SRS,J. Anderson,12
AZDXPBP9JJFF8,"~Zen~ ""Design ~ Architecture ~ Technology ~ M...",12
A2FKNLDULJ2YJJ,"Nancy W. ""Nancy W""",12
A3IHE9KN1U1HZD,Rea M. Johnson,12
A123T6ENB8NHYT,"MAWM ""bead maven""",12
A2POCML3GK306T,"Amazon Shopper ""Amazon Shopper""",12
A3DS9I9C9RI6ZT,C. Sanchez,12
A2AALQDUZAH38H,K. Faeldonia,12
A2Q6GPVS4GORVM,"Sharon L. Binnig ""pcshar710""",12
A25RVBTM18QXBE,"Jane Danette N. Kimpang ""Chris J""",12
A2U5V1UHGZ65LA,chance725,12
A1WK8A9S73T3J0,DA,12
A1JZ7YODSEG6BC,"Margaret Lake ""Historical Fiction/Romance Author""",12
A1REULGYFIPAGG,Bret,12
A3LF9IM0WPX6SF,"SDP ""I Read Lots""",12
A3O4CZEM9YSY4R,"A. M. Bradley ""Mamamara""",12
A3U70BDZFCAQS5,"JD ""Swim mom""",12
A376OJHLE6SU9Q,M. Wolf,12
A3PDB15XPBE60V,Matthew,12
A28NO4X50WAOZ9,Stephen A. Troutt,12
A3CTUIQHAKRL22,Kasey Ryan Lay,12
A36YTZ8DSSKHOQ,"ilovemydog ""Bill""",12
A1NY4RX4XZI9FT,Nico Sy,12
AADD1MMQ012Q3,"Andrea Gennrich ""isappb""",12
A6UXJ8OVNXCM,"Mary ""Mary""",12
A34NV0DW6AHPG4,J. DeMerchant,12
A2UWUKA75WECIZ,"Debra A. Forma ""lilybeansmom""",12
A30MK0GFWZW6OB,Maxwell the Fool,12
A2SDQ7OUFJIZNX,D. Williams,12
A3JR7HHRK9RMLS,sas,12
A38G4ZIRRP9UKZ,"D. Sharkey ""Sharkey""",12
A1S71YULHLF0TI,Paul Piasio,12
A3UEHH7H12VRAP,"Shane G. Pearce ""Book Man""",12
A3S93QE0WKA86M,Ec Carlos Troya,12
A2MPSXX36R4BNP,Lynette,12
A3SFZKW7SUILDF,Eli,12
A3LVWAIK5YN22G,"James Bennett ""Second star to the right, and ...",12
AN8YJ6EXACH8V,"Piamaria ""Piamaria""",12
A3QDSUYP66RX4Y,James N. Sublett,12
A1UK4O9I0AEEZE,"Matt R. ""Matt""",12
A30556HW7PZT5K,Larry D Henderson,12
A1RHXOD55B8WLQ,Carlos E. Monje,12
AUUH6Z8MSGGF,Haunted Flower,12
AQS1FBVF3ULRA,"backpackerjmk ""backpackerjmk""",12
ATJF5QEVNMWIL,"GamePlayer30 ""RW112""",12
A1SX76CDBCZHYI,"Vinny Stodder ""Casey""",12
A3FLTSAF5ZX8TQ,"Misty Chavez ""tempest4479""",12
A1RVY7CQW01D41,Adam Chen,12
AO80ZID761BZH,Joseph_,12
A34IEZT8I85ABE,"nymike2 ""nymike2""",12
A32FAO765RM6KI,Dionne Blackler,12
A26V4I00HLX5MC,Joyce S. Long,12
A3J19K78N9ASWW,S. Williams,12
A15TSCYY4QS3BM,C. Ochsner,12
A2L73RJ6EU162F,T. Mitchell,12
A15Y7GK3TN28X2,"Hector S. Barragan Jr. ""Chilln N WatchnMoviez""",12
A2EEEEDH5098TG,Woods Walker,12
A5NX7KQ0IZVV3,Amr Sayed Hassan Morsy,12
A2YTK7QCOV6QU4,"Synnamon Stix ""secret shopper""",12
A176E3AR0CX5U0,"Robert E. Beasley Jr. ""beasleycorner""",12
AW2AFG9SYM6ZZ,SSH,12
A3STEYV6U4EGSJ,Trisha Mercy,12
A1LIX5FCM49JH3,"Anita R. Chapman ""Anita""",12
A2P6FKJ1TR1WYP,Douglas P. Flynn,12
A2R1KMLWOYPCCP,Leonora Hurley Bravo,12
A24Z3DEX68X47P,"Ms. Melissa Goldsberry ""Colin Fan""",12
A5QMDDV4027TT,Tamara L. Humphreys,12
A387M9RW71LUIS,Loretta Benoit,12
A6EYCGMD11W3M,Otis,12
A1DFT2VV9Z3GN3,PATRICIA CLIFTON,12
A1B2M6XEQGNI8A,"Margaret J. Schwarz ""morgan2010""",12
APND2W4V1ITXJ,Ronald Bowman,12
A3GE9HTVCKHEH4,cathyaz,12
A2WWC6L08Z4TFN,". ""Chris S""",12
AM2UOU0N74HHJ,"CK Webb ""CK Webb""",12
A1RU725AJDCS1S,Tigger,12
A398VQQ3J5HFXX,A. DeWinter,12
A3HS7UPVJYGLIO,Luna Dove,12
A3GPFKRWJAI702,J. Strickland,12
A2TUT4ETSUN16L,"Kurt Brobst ""game expert""",12
A2WUWAVZF4WCJE,BeagleLuvr,12
ASFKKGMM2EAAD,fletch,12
A8HJA2Q6P40G1,Franklin E. Sabes,12
A2HPNM5HSOMK21,David M. Simpson Jr.,12
AVKGA5CJYUVSN,Moviefreak,12
A2WBOF9WH6U3FR,MissouriFamily,12
A1HCYDSPYITCID,mermaid,12
A2EB9XKNWBNJ4Z,Henriette Abreu,12
A26WQBGHP78JNR,J. Brabrooke,12
A21WQAAVMWAPNN,Courtnam,12
A2H429FCS8OCG9,jarreviews,12
A2MXVRPE4ZWDH6,"Dianna Williams ""diannawms""",12
A1EVWTZ8LSPNCV,"Sr SteelBook ""SB""",12
A1DJMQJ3NY7TV5,Jordan David,12
AJTBZVM4M89OK,Jill Upadhyaya,12
A36PI3OPFT2YC9,"S Bear Devitt ""Berkana18""",12
A2QOHR4L1C2B4H,T. Westberg,12
A16XC4K8YUGTE5,MH,12
A33E5BEO0A3MFD,Poetyk,12
A38JWP0AW86JNF,R. Noble,12
A1K7D97LFTX9O9,Daniel D. Feinberg,12
APMYPD97EHUUZ,"John H. Gruver ""brainactiv""",12
A24Y7AM7BTHCKQ,LizardKing,12
A3ANBA5XB6H4DK,"Brad Gosselin ""shark lover""",12
A1CUQR658HKDPC,Udontneed2know,12
AO9764AKXA3JI,"Go for Baroque ""Go for Baroque""",12
ASJTXLY93Z9M5,"Joan E. Ross ""Grannie WV""",12
A1Q6B9KBGA8O7N,C. WILLIAMS,12
A8NPI4KEYIPO7,"S. Onstott ""Plain Jane""",12
A2T4S313N6AQGR,P. A. Lenoue,12
A3VQ7NT2NLG1TT,"Ernie ""Ernie""",12
A2R4DZ7ICOPLIK,M. Scarpitta,12
AB813ORBQ5Q3X,Tanvir A. Muktadir,12
A3GIACYEUCJ043,Aekero,12
A21RATO6OUPXG6,Kitty Cat,12
AV3H35SF1C8WX,"Shauna M. Curtis ""Shauna Curtis""",12
A17UDMJ2HEZKLL,A. Black,12
A2A8R7TK5LXGDH,Juliana,12
A3STVWE76QR1P0,Cuthbert J. Twillie,12
A1K0HDRORGLMOW,"J. Hart ""J. Hart""",12
A29O04Z9XURGSV,A. Kunis,12
AIJSQ8C4D8QJJ,Rebecca Weldon,12
A8P076YJHIMBN,buen chapin,12
A3E2VKF1MSPP5O,"A. Mckeee ""proudinfidel""",12
A4JYAW6LTDZ4Q,Georgia Vallejos,12
A1OCSOQ2WQJELF,C. R. Nelson,12
A2OMBUYFI4XIYY,Hillbilly Princess,12
A2QS35U78DXRDN,R. Cross,12
AIY40GQLWP8KJ,"JJAM ""jjam1303""",12
AJY0ZGBDAW729,Tyson Anderson,12
A1ACAZ6H0KMS2O,R. Plumer,12
AZXFMHSH6VSTS,DesignManiac,12
A1T0545NC4U1TC,Jordan,12
A1YYBKGRJZAQG5,Va-cay '09er,12
A3V0Z4ZWDNY6TJ,"Jeremy D. Judd ""book lover""",12
A3NVE90M7T4FBT,"M. Hallahan ""Grint Girl""",12
A13Z4FCG8DTYJE,V. Schaffer,12
A1PCHMBFXLZ4AC,Shane Pope,12
ATA4VQESE8XFP,Animal Lover's mom,12
A17NXAKYZAFAJ0,Mother of One,12
AO4H36M6NIV3F,Jennifer Lemons,12
A2RECF3P0PQYXJ,S. Moore,12
A1BMYK9JDJOOC8,"Linda M. Adair ""Tutor""",12
ALMDKGQ1BL0GN,"Isaura Rivera ""Shawie""",12
A3OAFEAUUO5S5Z,"Twain ""Twain""",12
A1JURHZ3M0MENP,Lori Ford,12
A36IYO9ETI04IX,"J. Parrish ""TedsLittleMama""",12
A3DBCE4IO0VK3L,None of your business,12
A25HBZPZOOFFZM,"Tearose ""More alive than ever""",12
A1XT7IRNBKA2DY,E. Martin,12
A1129LM24YWSZV,"Nicole Bradshaw ""Nicole Bradshaw""",12
A2DHXVP0UWCQSS,Timothy Susman,12
A2161CDUVVX0A4,"Barbara G. Jones ""Mimi""",12
A3RY92VWOYZWA5,Diana,12
A1B3SXH4VFBSSR,cbarro,12
A3QK8TS1HBVAYT,"R, R, and R",12
A22TY1IPL4TKQA,Greg from L.A.,12
A39K9GDTIZ0933,Braden Pickering,12
AHR9GFUXXEHY0,Jon Thompson,12
AZSQW7BQP4I0V,Ross Inantay,12
A1TTDM4MWKGNWW,sandman44,12
ADNWPXKDGRV6A,K. Ann Koch,12
A97XY8CWMOEMI,"And I Quote ""My Soap Marks""",12
A1L1ZAK1FCQQMF,Robert Kappler,12
A3NSBUD412WFAM,Esteban,12
A23DJZONIHU5TL,"Empty Account ""phoo""",12
A2H8QBSEZG5GEM,"zrer10 ""zrer10""",12
A171FU7AC9YYMS,"Steve Forsyth ""sforsythnoe""",12
A18Z81ASCP0FDT,Ani Bournoutian,12
A3S5U9V3RM0NJ9,pow-wacket,12
A5XTKUF2E7LTF,Michael Scott,12
A1J34OJYUCVMCY,marcia biglin,12
ASI8URGOBU2MJ,E.L.J.,12
A1I51UTA7T2WI9,Robert Young,12
A3EZEP0FX5BC1P,"A Conrad ""Ask Conrad""",12
A5EOWSXZNPCAK,Melissa Fernandez,12
A3VK2QLM0PD38J,Biscuit23,12
A3SR6YK9HBEE78,A. Chasteen,12
A18TLH09698ZTK,"ThreeGentsand4Ladies ""3G4L""",12
A2VO947UUE1TT3,David M. Schlorman,12
AK909ACMSW08,Marie Scotts,12
A3KDZWPPB31HR5,Stephra,12
A1IDHT7P50QRP9,Adam Lenhardt,12
A1YTU0V19ZGGX6,"Walter Wu ""LD/DVD collector 1300+""",12
A1FGGY7SEEA3WX,"Dr. P. M. Emerson ""flyman""",12
A36YK3XTLDSUGK,J. Wright,12
A20MI4N4WPRZHA,Josh B.,12
AQ4ET6XGSVLWD,L. Rizzo,12
A3DKCBKDEO2GS3,Moviegeek,12
A2DF1WATD6T4RB,"E. Baskins ""The Nerd""",12
AHNUD1Z7VBEKF,"Mary ""Mary K Williams""",12
A1A2E5GRN4O3LR,"D. Chapman ""Mad Mom in the South""",12
A2TJT33BAEDZVW,Michelle D. Zipperer,12
A2TH495I6CKX0O,"Diet Diva ""perpetually unhealthy but trying!""",12
A3KDG0C8JGLD9L,E. Nash,12
A2IS9L57SPODSL,"D. Denzer ""Big D""",12
A1DOB2DZJ0HGA1,Punch31,12
A1WPPMVQWD1L3H,"Debra L. Rowland ""Just My Opinion""",12
A1B53KOZ4FAW9H,Rebecca L. Halley,12
A2LIXJF2MBKCVI,Robin,12
ASGJ99W6T21Y8,Robert M. Link,12
A2ENP0PNUOQ0PD,K. Nichols,12
AVOU47WABQ6D3,Carol Reed,12
A1QHWHXUU33OIR,Kelly Martin,12
A339EM1B5G4DVQ,"Rose ""Grandmother""",12
A2I33SOQ293YTZ,"Sarah J. Witkowski ""Sarah""",12
A2AAPFRSIO2GRQ,"Tony Kwong ""TonyK""",12
AT4GL6USK2LAK,Nancy Snell,12
A1WCSL598K7NZB,James Keough,12
AMLKZA3XY5RAT,"J. Drouilhet ""freakyj""",12
A30A3MKFDAWA5O,"Martha Loeb ""Robin Williams major fan""",12
A2VVOX786E95FJ,Bleary,12
AFZG48ABP6496,"PeterPanInc. ""word""",12
A2T8J2N98WQH77,"hazel ""Hazel""",12
AWVQYOBE8R0W6,Frances E. Miller,12
A2LIMIQ8NKYJV1,V. Watt,12
A12EL8CN6VO0LO,Reet,12
A3Q5RSVVL0OE86,"Kimberlee Jones ""Kimberlee Heath &#34; Jones ...",12
AFHG7XG2Y6SU9,stuffedsloth66,12
A3DZ8L4B0384S9,"Daniel Burke ""DB""",12
A1DMLESQWNQRAP,"S. Stephens ""music lover""",12
A240Z4DBLUWIWF,"Sharon C. Richardson ""Pandalou""",12
A19FFI9NDUL99Z,Richard Moore Wingard III,12
A3JKA74JZMMFVU,Kristy Hambric,12
A1QQ9YDC034JY4,Scrap Crazy,12
A16K4AEKL29J69,S. Gustin,12
A1WGJDTXKA2OQ7,"Kristina De La Rosa ""Kristina""",12
A2NJKOFQ22623X,cosquiyitas,12
A1X02SI873VZ9P,"B. Peters ""Docbsp""",12
A21NRZXM0Y3V3R,Myloe Yeager,12
A315VC137I21JB,Jeff Kappenman,12
AIHEMBMETF74K,"Happy ""Fan""",12
A2PKVXJHZ2IZWT,P. D. Shields,12
ACLWXQWZEYBKU,Janis L. Scott,12
A3GJD6D8VDPEJ7,Nance,12
A3HD5ZMDULWEHI,rktek,12
A75WXN9MZANRA,"J. Masters ""Texas Gurl""",12
A2AVTCDGGFMZVW,David M. Johnson,12
A1KEBE2ZM0AKJ6,Kiri Namtvedt,12
ADPVQ84PG7CT1,Glen R,12
A26900KSQ7E6S8,Jeanette Cruz,12
A2EWG7BZWKGSVI,M. U.,12
A1D6AMH6WH4DBW,Psin Khan,12
A1TO2JBLWF6PXY,"Bookworm ""RH""",12
AC7FJHWISM0WQ,"M.B. ""M.B.""",12
A39G3GF1N2IM9N,"Maryam Nasr-sardari ""muggle born""",12
A2GVS7A7M72HVO,C. Long,12
A3QS473NUKQV62,Karen Hersh,12
ACSILCUHQWT0L,The Crone of  Indoor,12
A29B0XIUOKHYEE,Nicholas Luers,12
A1X8TDDQ63D2CC,S. G. Zackon,12
A1F3CRJU33CEVV,J. Brown,12
A3E4Y8XDF4GJV0,"Melissa G. ""MG1222""",12
A1FDUBPO3HTG0J,"DJM ""sunshine2""",12
A3DPTDXY51FLY2,someone in the audience,12
A1XD716289W3VN,"C. B. Harris ""the last of my kind""",12
ABX8BQ088K1KI,DSReed,12
A2CEHQ52CWVPQB,Tara M Coody,12
A24XOB8BK48YSJ,"Christopher Omarah ""Naki""",12
A2MQNJXMFB2J5K,Lady-Dee,12
A33QJRWP77JNZE,M. Diaz,12
AO4K9G6AE69BP,Nelly Marrero,12
A8TDW2S75U585,"Joan C. Frazier ""Joan""",12
A3HM0PTF34K73X,Ron Vinatieri,12
AWIGKPSUN1SJ1,KelRae,12
A1GECENRFEAEPM,JD Davis,12
A3J9Y6C1XT0OP5,Joan R. Austin,12
A3DZNO1OK003XA,M. Gearing,12
AA26P4NGA3QEO,Erica Shirk,12
A68CQ6AXU9T0F,B. P. Katz,12
A2H5VPPR51Z72D,"John Wayne ""Dave""",12
A1CWOY9RSVDOX6,Elaine Richardson,12
A2DF3FUCPMIL3O,Tricia,12
A3GZI0JH3SQG7Q,"R. Jenne ""RMJ""",12
AJLELNSPF61QU,Bruce Saari,12
AS2KTYS3LTBKT,towerofangelique,12
ANR4WR5SU2U3R,"Sandra Hanning ""movie nut""",12
A1G11LQIDVN5ID,"I Am Celt ""Liz""",12
A2L9PDLT5QWJBJ,R. C. West,12
AHG7PSMB1PCBO,E. Sherburne,12
A2B7Z8BB1QCN9E,Rob Ames,12
A1QPPZNUFRACG6,Shelagh Cummings,12
A1HQMSNJY4CG0T,P. L. Kokawski,12
A2I3VE1AYHF5VV,A. Birk,12
A3K8YS03V5Q4YG,"Lauren Denevi ""Lauren Marie""",12
A2L9OU9DWRIKIB,7+12,12
A3JAWI70ZB8ZQW,"Schermerberger ""consummer regularus""",12
A1UQLKXRKCUXJK,"Mystery ""Myst""",12
A23AXDXM1XHP9Y,R. Rusher,12
ARLAL02R8RHPW,Michael D. White,12
AS8LPUJW9Q3US,Amy Theobald,12
A35LTAIL66FIE5,June M. Suttkus,12
A2FCKOND543AG0,"Avis Gill ""gemini""",12
A2VS8QLZ6ID3E3,"M. Shenton ""satisfied customer""",12
A2COOD2SU5M53G,Janet Hannon,12
A3OTHPKYKQCXZL,L. Armendariz,12
A1FJ6YD0TL90GN,mary8808,12
A1KSVNJHWU27NF,Carol A. Richardson,12
A1ILAYKVM177T8,"C. David ""CDavid""",12
A1ODB0IEI8PDNE,"Karen Voelker ""pomlover""",12
A2FNH4P4AAZKEJ,"Michael C. Loguercio ""Mike""",12
A385YXFXYFGEFG,"Peter Silverman ""Peter""",12
A8W09Q08YHFNW,"A. Hernandez ""street enthusiast""",12
A3W1LAQHQZ5Y5P,Renita G. Reed,12
A2OTZWYLTMZP3H,Cooking Fool,12
A141C2U3YLNI0D,P. W. Rolston,12
A38720260PGXZN,Linda S. Snedegar,12
AFP3PZLA73BXU,"Gayle J. Telego ""Extensive movie watcher""",12
A10QBWF67FHIE0,Steven J. Turman,12
A1293ZPFR95IJ1,"Joseph D. Elmore ""the seeker""",12
ACF1RTWVYPP93,"Lisa Carnley ""katgirl""",12
A1JBKYCIJUVA2F,D. G. McBride,12
A12GPIUFLWEWCS,Gamin' Gran,12
ABX293Y6UWF6G,Jordan Hopper,12
A3ROD22TKBT7IV,Cindy Ament,12
A1C1HNXMVMA8WM,"L. Mittelstadt ""fiber artist""",12
A1UVI2LQLAHIVQ,"Mouse House ""gtw180""",12
A34SRKK7ZG8B3J,"kwaichang ""mj129""",12
A18JLNABLPF7EW,"Handy Randy ""Handy""",12
A1K000SJ15GH7J,BLT,12
A1ROHQ1AD2APFG,Anna W.,12
AOMG5KM5EWU66,RW Reviewer,12
AOZQP426LM64J,Verla Miller,12
A3IGF82JII638Y,"Thomas Mailloux ""tom-m""",12
APUOCPHDG6B4H,Susan S. Zucker,12
A1GBINHNAQWVC9,"Prabal Guha Biswas ""hmmm""",12
A2X73M1LK0RVI0,"TM ""Tim""",12
A1O5VBM07RIMR9,Carol Scheidt,12
A389PCB9JZXXGQ,Norma R. Snow,12
A26N8DCPHI8ECF,"Patricia K. Ford ""Pat4rd""",12
A3E5C1A8N6TJ0U,Sonia Thomas,12
AYCGUFKB5CV4N,"Dee Dee ""DMR""",12
ASLPUCDXR8ONN,"S. Byers ""talktime""",12
A1CTIKA3VATWRV,M. Fletcher,12
ACU4UX39U96H6,"John T. Dunn Jr. ""gbm survivor""",12
A9G3MGZ3E86YM,Lori Summers,12
A2J4JQS9VUVGKP,Sylvia J. Coon,12
A1YP9NCF9NPO6P,Amy Valencia,12
A3H8TFN40JGA8K,"Val Allred ""Val Allred""",12
A1E03Q3KZ8OYP0,H. Altman,12
A2YRN8RYGTFMAY,Hernan FC,12
A2YKH9E64DLX02,Matthew B. Gittings,12
AMKRTUVMJP2D0,"Sw9889 ""Sw9889""",12
A2ZJUCWOMMK7FC,Luis,12
AW0D4VONRJ1Q2,"K. Patrick ""want a be credic""",12
A7CNDOGSVUFQE,Holly Meehleis,12
A2L5N5ATLBN1P2,Heather Breazeal,12
A2ZD6NGUFYBF8Q,Milton J. Caves,12
A3GA7T1CNSW09L,"The SciFi Moviebuff ""Piaget Moviebuff""",12
AQKKQ6L7Q9YJS,ChaCha,12
A216EHWWN678OI,"Vol G. Williams ""barbvol""",12
A1JQOQXCZLU341,"1Mom2-2doXies ""cg""",12
A1D0DP3QWJL8JZ,"Ethan J. Segovia ""Noseitall""",12
A3AOLMY4YFPE8S,P. Sargood,12
AYKWKREFEEILR,A. Tsuyuki,12
A3L3K7OXQFUDI9,Sharon-An Athey,12
A1AWRY816DUC4O,J. J. Capell,12
A80P9BWC6HA2S,"Brooke M. Bunting ""Brooke458""",12
A2XY8O3DCK1E3Q,Otter fan,12
AM0X71NZ8XWBM,"Cresan ""Cresan""",12
A213BKBCP67CQM,"JoS ""JoS""",12
A30XC1O3NBW76F,R. Sanford,12
A2LF07ILFBI389,T. Maguire,12
A26V0QVNEQ4ZJV,Grits Angel,12
A2XQHM421H0GFK,George Griffith,12
ACJ53G1CF1TM6,grinning daisies,12
A3T8V98WYEN7OO,Pasta Lover,12
ASWDGYA1CPE0Z,"Claudia R. Johnson ""dishroom babe""",12
A31YDWDY9UZ5AL,Ashley,12
A2VDIP5PNILHIE,"Amy M. O'neill ""disneylover""",12
A328RUMV4HHS1I,Patriciawertman,12
AKRBY26R5MWRQ,mieeeee,12
ALTIEW1YQNUEF,M. K. Thomp,12
A1ZH8MC8XOG6F,"R. Pugliese ""Dr. Rob""",12
A2W1PPFGSWYVZV,"Stephen L. Cash Jr. ""crashman1977""",12
AUHT6V13GIX13,Adrienne Linenberger,12
ANHGYVHQU709S,Michael G. Johnson,12
A2YH9OS8JC02NF,"Campeck ""Cam""",12
A13UAIE3K517CQ,sft,12
A2419EJK3L2KJZ,rj. kerr,12
AQRWNLBAN7ED5,Mary Jane Todd,12
A1KTC3XRHNXRRR,holly5560,12
A26K0Y5J2Z0WYF,GMS89,12
A18UQYO85SKLUO,"S. Barclay ""S E Barclay""",12
A15GGZ7JBI45ZA,jenniedavis,12
A2FBT89NGWFO4B,Cactus Flower,12
A1J9PZ16FJC48V,David Hickman,12
A2XEXFVPQLUBV,David Roberts,12
A39UPICYOHB4NH,Linda,12
A16OIKPCLCNZGM,Michael Knoll,12
A2YDWI9GCO5038,Chris,12
A30JPZ9TZ7I61U,"Christopher Barrett ""Evil Corgi""",12
ANTFLFT2LIFOQ,Hella95,12
A1KHPN5QMRD713,Sapphire201,12
A3I5XS2S2KF896,David Stoner,12
AAJCWQL27VELO,YoYo,12
A39NTOUYKDMOAB,Brian Baxter,12
A1I44Y84YSRVEY,K. Brown,12
A17NU5QZ2TUOEA,Jeremiah Martin,12
A2WK7Z5VZTLJAU,"P. DEL VALLE ""EAGLE EYE""",12
A1TKKX6PUT7UWY,Courtney Utter,12
A3BAAFZNPTMBVX,Brad Reynolds,12
A7R1OLLU1Z6RA,Filipe Lebre,12
